,x,y,z,drone,timestamp
0,-0.29085758328437805,-1.2507067918777466,-32.42194366455078,hunter,1766458814232242738
1,11.292825698852539,-48.81836700439453,-29.500587463378906,target,1766458814232242738
2,-0.2915160357952118,-1.251422643661499,-32.4260139465332,hunter,1766458814255890801
3,11.321717262268066,-48.80492401123047,-29.50054168701172,target,1766458814255890801
4,-0.29182887077331543,-1.2528836727142334,-32.4278564453125,hunter,1766458814282546377
5,11.385263442993164,-48.79878616333008,-29.500457763671875,target,1766458814282546377
6,-0.2923193871974945,-1.254298210144043,-32.4322509765625,hunter,1766458814307026957
7,11.419918060302734,-48.78398895263672,-29.500411987304688,target,1766458814307026957
8,-0.2925424575805664,-1.2548322677612305,-32.43408203125,hunter,1766458814330106855
9,11.45456600189209,-48.77778625488281,-29.5003719329834,target,1766458814330106855
10,-0.29287153482437134,-1.255429983139038,-32.4381103515625,hunter,1766458814349289839
11,11.51807689666748,-48.77033233642578,-29.500289916992188,target,1766458814349289839
12,-0.2929876744747162,-1.2564046382904053,-32.4402961730957,hunter,1766458814373478169
13,11.546939849853516,-48.756595611572266,-29.500244140625,target,1766458814373478169
14,-0.2931000888347626,-1.256795883178711,-32.442108154296875,hunter,1766458814397783029
15,11.61042308807373,-48.75032043457031,-29.50020408630371,target,1766458814397783029
16,-0.29323169589042664,-1.2572226524353027,-32.445655822753906,hunter,1766458814415862066
17,11.645042419433594,-48.74277114868164,-29.5001220703125,target,1766458814415862066
18,-0.2932642698287964,-1.2579060792922974,-32.4467887878418,hunter,1766458814446621249
19,11.673887252807617,-48.7288703918457,-29.50007438659668,target,1766458814446621249
20,-0.2932780086994171,-1.2581685781478882,-32.4488410949707,hunter,1766458814465706537
21,11.737335205078125,-48.7225227355957,-29.49999237060547,target,1766458814465706537
22,-0.2932479977607727,-1.2584410905838013,-32.44982147216797,hunter,1766458814488294482
23,11.77193546295166,-48.70850372314453,-29.49995231628418,target,1766458814488294482
24,-0.2932030260562897,-1.25882089138031,-32.45099639892578,hunter,1766458814513438397
25,11.835354804992676,-48.70082092285156,-29.500009536743164,target,1766458814513438397
26,-0.2930453419685364,-1.258947730064392,-32.4516487121582,hunter,1766458814532049907
27,11.864175796508789,-48.694393157958984,-29.501529693603516,target,1766458814532049907
28,-0.2929266393184662,-1.259059190750122,-32.453208923339844,hunter,1766458814550935923
29,11.89875602722168,-48.68665313720703,-29.50221061706543,target,1766458814550935923
30,-0.2927838861942291,-1.2591454982757568,-32.45391845703125,hunter,1766458814572355664
31,11.933329582214355,-48.67241287231445,-29.502607345581055,target,1766458814572355664
32,-0.2926468849182129,-1.2591288089752197,-32.454830169677734,hunter,1766458814596883821
33,11.962138175964355,-48.664608001708984,-29.502931594848633,target,1766458814596883821
34,-0.2922895848751068,-1.2590806484222412,-32.455631256103516,hunter,1766458814616411083
35,12.025501251220703,-48.65808868408203,-29.50325584411621,target,1766458814616411083
36,-0.29206329584121704,-1.258866786956787,-32.457523345947266,hunter,1766458814646768102
37,12.060054779052734,-48.64369201660156,-29.503326416015625,target,1766458814646768102
38,-0.2915933430194855,-1.258687973022461,-32.459774017333984,hunter,1766458814666328479
39,12.12338924407959,-48.635799407958984,-29.503395080566406,target,1766458814666328479
40,-0.2913080155849457,-1.2584662437438965,-32.46076202392578,hunter,1766458814688675130
41,12.157928466796875,-48.62127685546875,-29.503395080566406,target,1766458814688675130
42,-0.2910551428794861,-1.257948398590088,-32.46198654174805,hunter,1766458814713565776
43,12.221232414245605,-48.613319396972656,-29.50338363647461,target,1766458814713565776
44,-0.2904519736766815,-1.2576661109924316,-32.46303939819336,hunter,1766458814732354857
45,12.250001907348633,-48.60667037963867,-29.503334045410156,target,1766458814732354857
46,-0.29009661078453064,-1.2569434642791748,-32.46543502807617,hunter,1766458814763696253
47,12.28451919555664,-48.59197998046875,-29.503305435180664,target,1766458814763696253
48,-0.28939878940582275,-1.2564913034439087,-32.46794128417969,hunter,1766458814782998865
49,12.347784996032715,-48.58393096923828,-29.503238677978516,target,1766458814782998865
50,-0.2890625,-1.256083607673645,-32.4693489074707,hunter,1766458814806557768
51,12.37653636932373,-48.569114685058594,-29.503192901611328,target,1766458814806557768
52,-0.28864365816116333,-1.2550896406173706,-32.47053909301758,hunter,1766458814821766706
53,12.411033630371094,-48.56235122680664,-29.50315284729004,target,1766458814821766706
54,-0.2882821559906006,-1.254492163658142,-32.471988677978516,hunter,1766458814846715834
55,12.474262237548828,-48.55421447753906,-29.50310707092285,target,1766458814846715834
56,-0.28744855523109436,-1.2539647817611694,-32.47321319580078,hunter,1766458814865680398
57,12.502996444702148,-48.54741668701172,-29.50302505493164,target,1766458814865680398
58,-0.28697240352630615,-1.253297209739685,-32.4762077331543,hunter,1766458814889158524
59,12.537471771240234,-48.531028747558594,-29.50297737121582,target,1766458814889158524
60,-0.286481648683548,-1.2519760131835938,-32.477474212646484,hunter,1766458814913317590
61,12.571940422058105,-48.524169921875,-29.502941131591797,target,1766458814913317590
62,-0.2855454683303833,-1.251203179359436,-32.48030090332031,hunter,1766458814932884525
