,x,y,z,drone,timestamp
0,-0.1248319000005722,0.33223921060562134,-29.23918342590332,hunter,1766452323667692282
1,-29.735198974609375,-39.30671310424805,-29.56209373474121,target,1766452323667692282
2,-0.1248319000005722,0.3324073851108551,-29.24068260192871,hunter,1766452323686606316
3,-29.693273544311523,-39.339454650878906,-29.56202507019043,target,1766452323686606316
4,-0.12514281272888184,0.3324073851108551,-29.24068260192871,hunter,1766452323696747237
5,-29.693273544311523,-39.339454650878906,-29.56202507019043,target,1766452323696747237
6,-0.1254378706216812,0.33259475231170654,-29.242244720458984,hunter,1766452323716534734
7,-29.651309967041016,-39.372154235839844,-29.56195640563965,target,1766452323716534734
8,-0.1254378706216812,0.33259475231170654,-29.243871688842773,hunter,1766452323733975689
9,-29.651309967041016,-39.40480422973633,-29.5618896484375,target,1766452323733975689
10,-0.12571683526039124,0.3328009247779846,-29.243871688842773,hunter,1766452323746976948
11,-29.609315872192383,-39.40480422973633,-29.5618896484375,target,1766452323746976948
12,-0.12595121562480927,0.33299964666366577,-29.245363235473633,hunter,1766452323764923962
13,-29.57195472717285,-39.43378829956055,-29.56182861328125,target,1766452323764923962
14,-0.12595121562480927,0.33299964666366577,-29.245363235473633,hunter,1766452323775459437
15,-29.57195472717285,-39.43378829956055,-29.561767578125,target,1766452323775459437
16,-0.1261727660894394,0.33321234583854675,-29.246891021728516,hunter,1766452323794001957
17,-29.534568786621094,-39.462738037109375,-29.561767578125,target,1766452323794001957
18,-0.12638147175312042,0.3334387242794037,-29.248451232910156,hunter,1766452323812687963
19,-29.49715805053711,-39.49165344238281,-29.56170654296875,target,1766452323812687963
20,-0.12638147175312042,0.3334387242794037,-29.25004005432129,hunter,1766452323825382743
21,-29.49715805053711,-39.49165344238281,-29.5616455078125,target,1766452323825382743
22,-0.12657736241817474,0.33367815613746643,-29.25004005432129,hunter,1766452323845422411
23,-29.459716796875,-39.52053451538086,-29.5616455078125,target,1766452323845422411
24,-0.12678244709968567,0.3339625597000122,-29.251859664916992,hunter,1766452323866047019
25,-29.41756248474121,-39.55298614501953,-29.56157684326172,target,1766452323866047019
26,-0.12678244709968567,0.3339625597000122,-29.25349998474121,hunter,1766452323880961182
27,-29.41756248474121,-39.581787109375,-29.56151580810547,target,1766452323880961182
28,-0.1269511878490448,0.33422812819480896,-29.25349998474121,hunter,1766452323893338603
29,-29.380062103271484,-39.581787109375,-29.56151580810547,target,1766452323893338603
30,-0.1269511878490448,0.3345051407814026,-29.25516128540039,hunter,1766452323909870538
31,-29.3425350189209,-39.61055374145508,-29.56145477294922,target,1766452323909870538
32,-0.127107173204422,0.3345051407814026,-29.25516128540039,hunter,1766452323922318872
33,-29.3425350189209,-39.61055374145508,-29.56139373779297,target,1766452323922318872
34,-0.12725037336349487,0.3347930908203125,-29.256837844848633,hunter,1766452323940459457
35,-29.304983139038086,-39.639286041259766,-29.56139373779297,target,1766452323940459457
36,-0.12725037336349487,0.3347930908203125,-29.25852394104004,hunter,1766452323956247051
37,-29.304983139038086,-39.66798400878906,-29.56133270263672,target,1766452323956247051
38,-0.12738072872161865,0.3350915312767029,-29.25852394104004,hunter,1766452323969078810
39,-29.26740074157715,-39.66798400878906,-29.56133270263672,target,1766452323969078810
40,-0.12749819457530975,0.3354000747203827,-29.260223388671875,hunter,1766452323988768782
41,-29.229793548583984,-39.69664764404297,-29.56127166748047,target,1766452323988768782
42,-0.12749819457530975,0.3354000747203827,-29.262147903442383,hunter,1766452324001904044
43,-29.229793548583984,-39.69664764404297,-29.561203002929688,target,1766452324001904044
44,-0.12761476635932922,0.33575868606567383,-29.262147903442383,hunter,1766452324020059739
45,-29.18745231628418,-39.72884750366211,-29.561203002929688,target,1766452324020059739
46,-0.12761476635932922,0.33612897992134094,-29.264076232910156,hunter,1766452324033877114
47,-29.18745231628418,-39.76100158691406,-29.561134338378906,target,1766452324033877114
48,-0.12771454453468323,0.33612897992134094,-29.264076232910156,hunter,1766452324043638394
49,-29.145076751708984,-39.76100158691406,-29.561134338378906,target,1766452324043638394
50,-0.12771454453468323,0.3364676237106323,-29.26580047607422,hunter,1766452324062636503
51,-29.145076751708984,-39.78954315185547,-29.561073303222656,target,1766452324062636503
52,-0.12778905034065247,0.3364676237106323,-29.26580047607422,hunter,1766452324073077462
53,-29.10738182067871,-39.78954315185547,-29.561073303222656,target,1766452324073077462
54,-0.1278567910194397,0.3368587791919708,-29.267738342285156,hunter,1766452324091809544
55,-29.06494140625,-39.82162094116211,-29.561004638671875,target,1766452324091809544
56,-0.1278567910194397,0.3368587791919708,-29.267738342285156,hunter,1766452324104005947
57,-29.06494140625,-39.82162094116211,-29.561004638671875,target,1766452324104005947
58,-0.12791208922863007,0.3373053967952728,-29.269893646240234,hunter,1766452324125333490
59,-29.017745971679688,-39.857200622558594,-29.56092643737793,target,1766452324125333490
60,-0.12791208922863007,0.33776405453681946,-29.272050857543945,hunter,1766452324146060172
61,-29.017745971679688,-39.89272689819336,-29.56085205078125,target,1766452324146060172
62,-0.12794651091098785,0.33776405453681946,-29.272050857543945,hunter,1766452324158753956
63,-28.97050666809082,-39.89272689819336,-29.56085205078125,target,1766452324158753956
64,-0.12795965373516083,0.33818671107292175,-29.273990631103516,hunter,1766452324181681073
65,-28.927955627441406,-39.924652099609375,-29.56078338623047,target,1766452324181681073
66,-0.12795965373516083,0.33818671107292175,-29.273990631103516,hunter,1766452324194937648
67,-28.927955627441406,-39.924652099609375,-29.560707092285156,target,1766452324194937648
68,-0.12795434892177582,0.338666707277298,-29.276134490966797,hunter,1766452324214002867
69,-28.880638122558594,-39.9600715637207,-29.560707092285156,target,1766452324214002867
70,-0.12795434892177582,0.3390582501888275,-29.277843475341797,hunter,1766452324240318487
71,-28.880638122558594,-39.98836898803711,-29.560646057128906,target,1766452324240318487
